optimum
2500
iteration,score,rawScore,overlap
0, 8170, 8170, 0
1, 13542, 13542, 0
2, 9348, 9348, 0
3, 7800, 7800, 0
4, 7378, 7378, 0
5, 7252, 7252, 0
6, 5478, 5478, 0
7, 5394, 5394, 0
8, 7462, 7462, 0
9, 6630, 6630, 0
10, 6080, 6080, 0
11, 6460, 6460, 0
12, 5084, 5084, 0
13, 4818, 4818, 0
14, 5229, 5229, 0
15, 5415, 5415, 0
16, 4984, 4984, 0
17, 6566, 6566, 0
18, 6708, 6708, 0
19, 6853, 6853, 0
20, 5353, 5353, 0
21, 5880, 5880, 0
22, 5605, 5605, 0
23, 9130, 9130, 0
24, 4514, 4514, 0
25, 4836, 4836, 0
26, 5916, 5916, 0
27, 8536, 8536, 0
28, 5312, 5312, 0
29, 7154, 7154, 0
30, 6942, 6942, 0
31, 7372, 7372, 0
32, 5265, 5265, 0
33, 5220, 5220, 0
34, 5106, 5106, 0
35, 5688, 5688, 0
36, 6084, 6084, 0
37, 6160, 6160, 0
38, 5340, 5340, 0
39, 7592, 7592, 0
40, 8030, 8030, 0
41, 5225, 5225, 0
42, 6960, 6960, 0
43, 6720, 6720, 0
44, 10974, 10974, 0
45, 7276, 7276, 0
46, 6612, 6612, 0
47, 5467, 5467, 0
48, 6794, 6794, 0
49, 5880, 5880, 0
50, 7332, 7332, 0
51, 6468, 6468, 0
52, 6162, 6162, 0
53, 7280, 7280, 0
54, 6970, 6970, 0
55, 7446, 7446, 0
56, 6408, 6408, 0
57, 6900, 6900, 0
58, 5589, 5589, 0
59, 7812, 7812, 0
60, 6699, 6699, 0
61, 6528, 6528, 0
62, 6016, 6016, 0
63, 7134, 7134, 0
64, 7154, 7154, 0
65, 5518, 5518, 0
66, 7140, 7140, 0
67, 6083, 6083, 0
68, 9296, 9296, 0
69, 5700, 5700, 0
70, 8640, 8640, 0
71, 6262, 6262, 0
72, 7663, 7663, 0
73, 9612, 9612, 0
74, 5244, 5244, 0
75, 7560, 7560, 0
76, 5616, 5616, 0
77, 6624, 6624, 0
78, 6162, 6162, 0
79, 7560, 7560, 0
80, 7380, 7380, 0
81, 4680, 4680, 0
82, 7052, 7052, 0
83, 6660, 6660, 0
84, 6525, 6525, 0
85, 5695, 5695, 0
86, 6256, 6256, 0
87, 6204, 6204, 0
88, 8036, 8036, 0
89, 8468, 8468, 0
90, 5208, 5208, 0
91, 5612, 5612, 0
92, 8188, 8188, 0
93, 6844, 6844, 0
94, 5846, 5846, 0
95, 7469, 7469, 0
96, 5369, 5369, 0
97, 7084, 7084, 0
98, 8036, 8036, 0
99, 6723, 6723, 0
100, 4875, 4875, 0
101, 6402, 6402, 0
102, 8827, 8827, 0
103, 6557, 6557, 0
104, 6006, 6006, 0
105, 6314, 6314, 0
106, 6204, 6204, 0
107, 5772, 5772, 0
108, 6790, 6790, 0
109, 5265, 5265, 0
110, 9280, 9280, 0
111, 5418, 5418, 0
112, 5850, 5850, 0
113, 5917, 5917, 0
114, 8568, 8568, 0
115, 8023, 8023, 0
116, 6840, 6840, 0
117, 7225, 7225, 0
118, 4840, 4840, 0
119, 5130, 5130, 0
120, 6320, 6320, 0
121, 7776, 7776, 0
122, 5940, 5940, 0
123, 6364, 6364, 0
124, 6319, 6319, 0
125, 4611, 4611, 0
126, 5103, 5103, 0
127, 5346, 5346, 0
128, 5478, 5478, 0
129, 5607, 5607, 0
130, 5300, 5300, 0
131, 5632, 5632, 0
132, 8556, 8556, 0
133, 6380, 6380, 0
134, 7296, 7296, 0
135, 4740, 4740, 0
136, 5220, 5220, 0
137, 5890, 5890, 0
138, 6624, 6624, 0
139, 8556, 8556, 0
140, 6794, 6794, 0
141, 7777, 7777, 0
142, 6624, 6624, 0
143, 7854, 7854, 0
144, 8464, 8464, 0
145, 6391, 6391, 0
146, 6960, 6960, 0
147, 8184, 8184, 0
148, 5832, 5832, 0
149, 6630, 6630, 0
150, 10476, 10476, 0
151, 7275, 7275, 0
152, 7630, 7630, 0
153, 5986, 5986, 0
154, 6868, 6868, 0
155, 7200, 7200, 0
156, 5096, 5096, 0
157, 6771, 6771, 0
158, 5340, 5340, 0
159, 6642, 6642, 0
160, 6351, 6351, 0
161, 5785, 5785, 0
162, 5850, 5850, 0
163, 6080, 6080, 0
164, 9100, 9100, 0
165, 6424, 6424, 0
166, 7544, 7544, 0
167, 5824, 5824, 0
168, 6322, 6322, 0
169, 5236, 5236, 0
170, 5082, 5082, 0
171, 9800, 9800, 0
172, 6960, 6960, 0
173, 6188, 6188, 0
174, 6059, 6059, 0
175, 4992, 4992, 0
176, 6392, 6392, 0
177, 5874, 5874, 0
178, 6020, 6020, 0
179, 5432, 5432, 0
180, 6497, 6497, 0
181, 7918, 7918, 0
182, 5555, 5555, 0
183, 6800, 6800, 0
184, 8588, 8588, 0
185, 6042, 6042, 0
186, 8424, 8424, 0
187, 5780, 5780, 0
188, 9317, 9317, 0
189, 4770, 4770, 0
190, 6150, 6150, 0
191, 5888, 5888, 0
192, 6674, 6674, 0
193, 7738, 7738, 0
194, 6786, 6786, 0
195, 6903, 6903, 0
196, 6555, 6555, 0
197, 6138, 6138, 0
198, 6955, 6955, 0
199, 7616, 7616, 0
200, 6174, 6174, 0
201, 6699, 6699, 0
202, 6384, 6384, 0
203, 8096, 8096, 0
204, 7462, 7462, 0
205, 5555, 5555, 0
206, 8091, 8091, 0
207, 5694, 5694, 0
208, 8526, 8526, 0
209, 8019, 8019, 0
210, 8848, 8848, 0
211, 5917, 5917, 0
212, 7738, 7738, 0
213, 6800, 6800, 0
214, 6882, 6882, 0
215, 8586, 8586, 0
216, 8181, 8181, 0
217, 6816, 6816, 0
218, 5152, 5152, 0
219, 5220, 5220, 0
220, 7455, 7455, 0
221, 5665, 5665, 0
222, 5360, 5360, 0
223, 6786, 6786, 0
224, 6882, 6882, 0
225, 6760, 6760, 0
226, 6210, 6210, 0
227, 8428, 8428, 0
228, 6510, 6510, 0
229, 6500, 6500, 0
230, 7056, 7056, 0
231, 5510, 5510, 0
232, 9968, 9968, 0
233, 8470, 8470, 0
234, 4641, 4641, 0
235, 6230, 6230, 0
236, 5610, 5610, 0
237, 6600, 6600, 0
238, 7665, 7665, 0
239, 4928, 4928, 0
240, 5995, 5995, 0
241, 6780, 6780, 0
242, 9135, 9135, 0
243, 5032, 5032, 0
244, 6890, 6890, 0
245, 6708, 6708, 0
246, 6477, 6477, 0
247, 7031, 7031, 0
248, 6887, 6887, 0
249, 8924, 8924, 0
250, 6460, 6460, 0
251, 5460, 5460, 0
252, 7821, 7821, 0
253, 7622, 7622, 0
254, 7371, 7371, 0
255, 6540, 6540, 0
256, 4725, 4725, 0
257, 4277, 4277, 0
258, 6206, 6206, 0
259, 7623, 7623, 0
260, 5762, 5762, 0
261, 6868, 6868, 0
262, 6890, 6890, 0
263, 6966, 6966, 0
264, 8232, 8232, 0
265, 10664, 10664, 0
266, 5510, 5510, 0
267, 5100, 5100, 0
268, 7992, 7992, 0
269, 5251, 5251, 0
270, 6466, 6466, 0
271, 4928, 4928, 0
272, 6862, 6862, 0
273, 4779, 4779, 0
274, 5248, 5248, 0
275, 5734, 5734, 0
276, 6560, 6560, 0
277, 5340, 5340, 0
278, 7553, 7553, 0
279, 7526, 7526, 0
280, 7380, 7380, 0
281, 5974, 5974, 0
282, 7708, 7708, 0
283, 8010, 8010, 0
284, 5800, 5800, 0
285, 5777, 5777, 0
286, 6231, 6231, 0
287, 8000, 8000, 0
288, 5525, 5525, 0
289, 6853, 6853, 0
290, 5840, 5840, 0
291, 5490, 5490, 0
292, 4845, 4845, 0
293, 9126, 9126, 0
294, 7102, 7102, 0
295, 4620, 4620, 0
296, 8556, 8556, 0
297, 6600, 6600, 0
298, 5073, 5073, 0
299, 5546, 5546, 0
300, 7072, 7072, 0
301, 10062, 10062, 0
302, 5508, 5508, 0
303, 8775, 8775, 0
304, 5376, 5376, 0
305, 7462, 7462, 0
306, 7440, 7440, 0
307, 5248, 5248, 0
308, 5643, 5643, 0
309, 6099, 6099, 0
310, 6060, 6060, 0
311, 6622, 6622, 0
312, 7888, 7888, 0
313, 6624, 6624, 0
314, 6106, 6106, 0
315, 6528, 6528, 0
316, 6650, 6650, 0
317, 8658, 8658, 0
318, 6723, 6723, 0
319, 4982, 4982, 0
320, 6111, 6111, 0
321, 5824, 5824, 0
322, 5292, 5292, 0
323, 8100, 8100, 0
324, 5472, 5472, 0
325, 6660, 6660, 0
326, 6048, 6048, 0
327, 10120, 10120, 0
328, 6480, 6480, 0
329, 9256, 9256, 0
330, 5460, 5460, 0
331, 6344, 6344, 0
332, 7047, 7047, 0
333, 7553, 7553, 0
334, 9350, 9350, 0
335, 6460, 6460, 0
336, 7995, 7995, 0
337, 10234, 10234, 0
338, 6313, 6313, 0
339, 5688, 5688, 0
340, 5848, 5848, 0
341, 8544, 8544, 0
342, 6030, 6030, 0
343, 6208, 6208, 0
344, 5940, 5940, 0
345, 4800, 4800, 0
346, 8827, 8827, 0
347, 6106, 6106, 0
348, 6264, 6264, 0
349, 5928, 5928, 0
350, 6320, 6320, 0
351, 6930, 6930, 0
352, 7272, 7272, 0
353, 7252, 7252, 0
354, 5400, 5400, 0
355, 6014, 6014, 0
356, 7372, 7372, 0
357, 5775, 5775, 0
