iteration, score, overlap
5501, 214327, 1
5502, 305320, 1
5503, 303484, 1
5504, 219716, 1
5505, 305320, 1
5506, 304440, 0
5507, 302224, 1
5508, 304440, 0
5509, 294410, 0
5510, 214327, 1
5511, 297904, 1
5512, 308860, 1
5513, 334230, 1
5514, 364660, 1
5515, 378418, 1
5516, 317120, 1
5517, 305320, 1
5518, 305320, 1
5519, 360122, 1
5520, 150952, 1
5521, 150952, 1
5522, 212433, 0
5523, 177823, 1
5524, 372914, 1
5525, 223792, 1
5526, 242212, 1
5527, 291160, 1
5528, 150952, 1
5529, 383574, 1
5530, 150952, 1
5531, 267055, 1
5532, 172887, 0
5533, 150952, 1
5534, 314713, 1
5535, 310272, 1
5536, 368455, 1
5537, 335500, 1
5538, 150952, 1
5539, 188470, 1
5540, 150952, 1
5541, 150952, 1
5542, 153994, 1
5543, 134080, 1
5544, 151492, 1
5545, 150952, 1
5546, 210472, 1
5547, 157926, 1
5548, 199396, 1
5549, 288349, 1
5550, 134080, 1
5551, 233086, 1
5552, 147910, 1
5553, 165282, 0
5554, 292912, 1
5555, 173767, 1
5556, 301024, 1
5557, 276502, 1
5558, 285814, 1
5559, 157543, 1
5560, 150952, 1
5561, 227230, 1
5562, 134080, 1
5563, 150952, 1
5564, 150952, 1
5565, 150696, 1
5566, 309136, 1
5567, 280096, 1
5568, 204864, 1
5569, 283920, 0
5570, 134080, 1
5571, 247789, 1
5572, 228016, 1
5573, 329923, 1
5574, 160128, 1
5575, 218383, 1
5576, 150952, 1
5577, 323466, 0
5578, 126976, 1
5579, 240184, 1
5580, 126976, 1
5581, 107144, 1
5582, 134080, 1
5583, 134080, 1
5584, 134080, 1
5585, 251980, 1
5586, 211030, 1
5587, 175786, 1
5588, 240184, 1
5589, 176830, 1
5590, 107144, 1
5591, 289282, 1
5592, 126976, 1
5593, 146224, 0
5594, 155916, 0
5595, 121056, 1
5596, 165742, 1
5597, 129611, 1
5598, 252220, 1
5599, 319741, 1
5600, 104990, 1
5601, 104990, 1
5602, 129402, 1
5603, 193006, 1
5604, 104990, 1
5605, 181858, 1
5606, 319741, 1
5607, 164900, 1
5608, 181074, 1
5609, 121770, 1
5610, 104990, 1
5611, 229216, 1
5612, 150480, 0
5613, 213400, 1
5614, 108760, 1
5615, 126530, 1
5616, 146634, 1
5617, 146275, 1
5618, 114734, 1
5619, 153912, 1
5620, 129350, 1
5621, 129350, 1
5622, 315907, 1
5623, 281742, 1
5624, 213730, 1
5625, 129350, 1
5626, 170992, 1
5627, 163688, 1
5628, 286178, 0
5629, 153130, 1
5630, 129350, 1
5631, 153130, 1
5632, 134458, 1
5633, 141317, 0
5634, 269338, 1
5635, 129350, 1
5636, 340200, 0
5637, 268452, 1
5638, 129350, 1
5639, 188269, 1
5640, 266237, 1
5641, 266237, 1
5642, 177194, 1
5643, 265497, 1
5644, 266237, 1
5645, 266537, 1
5646, 307056, 1
5647, 131755, 1
5648, 265987, 1
5649, 169220, 1
5650, 131755, 1
5651, 266237, 1
5652, 266237, 1
5653, 266237, 1
5654, 339440, 1
5655, 266237, 1
5656, 268452, 1
5657, 313195, 1
5658, 220713, 1
5659, 314524, 1
5660, 227253, 1
5661, 340012, 1
5662, 375066, 1
5663, 314524, 1
5664, 141315, 1
5665, 169853, 1
5666, 154955, 1
5667, 227253, 1
5668, 229911, 1
5669, 264022, 1
5670, 141315, 1
5671, 237473, 1
5672, 196593, 1
5673, 248523, 0
5674, 227253, 1
5675, 232223, 1
5676, 227253, 1
5677, 238328, 1
5678, 190461, 1
5679, 231341, 1
5680, 257567, 1
5681, 245416, 1
5682, 275914, 1
5683, 139252, 1
5684, 257567, 1
5685, 257967, 1
5686, 119601, 1
5687, 219683, 1
5688, 297000, 1
5689, 257567, 1
5690, 119601, 1
5691, 304171, 1
5692, 257567, 1
5693, 257567, 1
5694, 262159, 1
5695, 257567, 1
5696, 257124, 1
5697, 257567, 1
5698, 259782, 1
5699, 261853, 1
5700, 261853, 1
5701, 141904, 1
5702, 213637, 1
5703, 136960, 1
5704, 162369, 1
5705, 119601, 1
5706, 261853, 1
5707, 261853, 1
5708, 298465, 1
5709, 285961, 1
5710, 119601, 1
5711, 261853, 1
5712, 261853, 1
5713, 261853, 1
5714, 338405, 1
5715, 213637, 1
5716, 285357, 1
5717, 288973, 1
5718, 256687, 1
5719, 195941, 1
5720, 168174, 1
5721, 272741, 1
5722, 163040, 1
5723, 116545, 1
5724, 147051, 1
5725, 168174, 1
5726, 155968, 1
5727, 202658, 1
5728, 168174, 1
5729, 235278, 1
5730, 116545, 1
5731, 205920, 1
5732, 206386, 1
5733, 117196, 1
5734, 216998, 1
5735, 206470, 1
5736, 172841, 1
5737, 154660, 1
5738, 231985, 1
5739, 236676, 1
5740, 204010, 1
5741, 154296, 1
5742, 129800, 1
5743, 204010, 1
5744, 219980, 1
5745, 204235, 1
5746, 204610, 1
5747, 372535, 1
5748, 220110, 1
5749, 247060, 1
5750, 129800, 1
5751, 204010, 1
5752, 203835, 1
5753, 123076, 1
5754, 359235, 1
5755, 264143, 1
5756, 204010, 1
5757, 204010, 1
5758, 203130, 1
5759, 203130, 1
5760, 123076, 1
5761, 116370, 1
5762, 175790, 1
5763, 162175, 1
5764, 397334, 1
5765, 172285, 1
5766, 170475, 1
5767, 171989, 1
5768, 235520, 1
5769, 208113, 1
5770, 116370, 1
5771, 156676, 1
5772, 134447, 1
5773, 170735, 1
5774, 243703, 1
5775, 171005, 1
5776, 203033, 1
5777, 249953, 1
5778, 202045, 1
5779, 203165, 1
5780, 115535, 1
5781, 115535, 1
5782, 314967, 1
5783, 214971, 1
5784, 144200, 1
5785, 155407, 1
5786, 115490, 1
5787, 133272, 1
5788, 185005, 1
5789, 185181, 1
5790, 115490, 1
5791, 111381, 1
5792, 115490, 1
5793, 130025, 1
5794, 245852, 1
5795, 185181, 1
5796, 352989, 1
5797, 264650, 1
5798, 140306, 1
5799, 185136, 1
5800, 111381, 1
5801, 142765, 1
5802, 240781, 1
5803, 180065, 1
5804, 110464, 1
5805, 231914, 0
5806, 134244, 0
5807, 172386, 0
5808, 312015, 0
5809, 151830, 0
5810, 110464, 1
5811, 329604, 0
5812, 287382, 0
5813, 329604, 0
5814, 329604, 0
5815, 350416, 0
5816, 329604, 0
5817, 186534, 0
5818, 137065, 0
5819, 337776, 0
5820, 167154, 1
5821, 209189, 1
5822, 353801, 1
5823, 138756, 0
5824, 167154, 1
5825, 179972, 1
5826, 269352, 0
5827, 337776, 0
5828, 167154, 1
5829, 145502, 1
5830, 138756, 0
5831, 232752, 1
5832, 167154, 1
5833, 167154, 1
5834, 151320, 1
5835, 156009, 0
5836, 182449, 1
5837, 167154, 1
5838, 265174, 1
5839, 167154, 1
5840, 189020, 1
5841, 237639, 0
5842, 119193, 1
5843, 189020, 1
5844, 234549, 0
5845, 189020, 1
5846, 167154, 1
5847, 214760, 1
5848, 259142, 1
5849, 178464, 1
5850, 119193, 1
5851, 199829, 1
5852, 196445, 1
5853, 228982, 1
5854, 321200, 0
5855, 203862, 1
5856, 189020, 1
5857, 335916, 0
5858, 189200, 1
5859, 198445, 1
5860, 119193, 1
5861, 205560, 1
5862, 119193, 1
5863, 180965, 1
5864, 206676, 1
5865, 167154, 1
5866, 160388, 0
5867, 334373, 1
5868, 153701, 1
5869, 228609, 1
5870, 119193, 1
5871, 119193, 1
5872, 142861, 1
5873, 119193, 1
5874, 119193, 1
5875, 218909, 1
5876, 133039, 1
5877, 228609, 1
5878, 161935, 1
5879, 119193, 1
5880, 278273, 1
5881, 117157, 1
5882, 278273, 1
5883, 370703, 1
5884, 259787, 1
5885, 119969, 1
5886, 283317, 1
5887, 278273, 1
5888, 261648, 0
5889, 323777, 1
5890, 117157, 1
5891, 140263, 1
5892, 345600, 0
5893, 278273, 1
5894, 342263, 1
5895, 278273, 1
5896, 276068, 1
5897, 259787, 1
5898, 161873, 1
5899, 278753, 1
5900, 162727, 1
5901, 162727, 1
5902, 192213, 1
5903, 229520, 1
5904, 378065, 1
5905, 161404, 1
5906, 206167, 1
5907, 200544, 1
5908, 213459, 1
5909, 222703, 1
5910, 161404, 1
5911, 104807, 1
5912, 287665, 1
5913, 151502, 1
5914, 205934, 1
5915, 197479, 1
5916, 162727, 1
5917, 161404, 1
5918, 194920, 1
5919, 139557, 1
5920, 104807, 1
5921, 217157, 1
5922, 234057, 1
5923, 161404, 1
5924, 195263, 1
5925, 167137, 1
5926, 162047, 1
5927, 149641, 1
5928, 179285, 1
5929, 207268, 1
5930, 110427, 1
5931, 110427, 1
5932, 154426, 1
5933, 146419, 1
5934, 159974, 1
5935, 290088, 1
5936, 115859, 1
5937, 172580, 1
5938, 192715, 1
5939, 335053, 1
5940, 110427, 1
5941, 110427, 1
5942, 104489, 1
5943, 104264, 1
5944, 109747, 1
5945, 130940, 1
5946, 263708, 1
5947, 154544, 1
5948, 109787, 1
5949, 108022, 1
5950, 104264, 1
5951, 110452, 1
5952, 273250, 1
5953, 109212, 1
5954, 139484, 1
5955, 200222, 1
5956, 136337, 1
5957, 199208, 1
5958, 226824, 1
5959, 103576, 1
5960, 103576, 1
5961, 217601, 1
5962, 150480, 1
5963, 174889, 1
5964, 246169, 1
5965, 183180, 1
5966, 174209, 1
5967, 119989, 1
5968, 278838, 1
5969, 138317, 1
5970, 133449, 1
5971, 103015, 1
5972, 347137, 1
5973, 105392, 1
5974, 101146, 1
5975, 120672, 1
5976, 92287, 1
5977, 336562, 1
5978, 107784, 1
5979, 133449, 1
5980, 92287, 1
5981, 132189, 1
5982, 132189, 1
5983, 238158, 1
5984, 285355, 1
5985, 276732, 1
5986, 166277, 1
5987, 220368, 1
5988, 164166, 1
5989, 177402, 1
5990, 119744, 1
5991, 122227, 1
5992, 90251, 1
5993, 111749, 1
5994, 100499, 1
5995, 138391, 1
5996, 119744, 1
5997, 119744, 1
5998, 116490, 1
5999, 176162, 1
6000, 90251, 1
6001, 203852, 1
6002, 185162, 1
6003, 277180, 1
6004, 250160, 1
6005, 114210, 1
6006, 222704, 1
6007, 119744, 1
6008, 207356, 1
6009, 159188, 1
6010, 80081, 1
6011, 191314, 1
6012, 80081, 1
6013, 120083, 1
6014, 120083, 1
6015, 259916, 1
6016, 78821, 1
6017, 172620, 1
6018, 114320, 1
6019, 107879, 1
6020, 78821, 1
6021, 129837, 0
6022, 131556, 1
6023, 80991, 1
6024, 73669, 1
6025, 192213, 0
6026, 191196, 0
6027, 125660, 1
6028, 122496, 1
6029, 109550, 1
6030, 73669, 1
6031, 106750, 1
6032, 164562, 1
6033, 114077, 1
6034, 198904, 1
6035, 159860, 1
6036, 98750, 1
6037, 170390, 1
6038, 88181, 1
6039, 100010, 1
6040, 188720, 1
6041, 100004, 1
6042, 70098, 1
6043, 197136, 1
6044, 188720, 1
6045, 287085, 1
6046, 100010, 1
6047, 194900, 1
6048, 210627, 1
6049, 258245, 1
6050, 70098, 1
6051, 188720, 1
6052, 388540, 1
6053, 188720, 1
6054, 249260, 0
6055, 377300, 1
6056, 90517, 1
6057, 247945, 1
6058, 282132, 1
6059, 187460, 0
6060, 71974, 1
6061, 156422, 1
6062, 71974, 1
6063, 189280, 0
6064, 72870, 1
6065, 71504, 1
6066, 187460, 0
6067, 72297, 1
6068, 127470, 1
6069, 116846, 1
6070, 71504, 1
6071, 199006, 1
6072, 203138, 0
6073, 189446, 1
6074, 180578, 1
6075, 82726, 1
6076, 136872, 1
6077, 113782, 1
6078, 95042, 1
6079, 128854, 1
6080, 190320, 1
6081, 85131, 1
6082, 111320, 1
6083, 205326, 1
6084, 180046, 1
6085, 190320, 1
6086, 185840, 0
6087, 298320, 1
6088, 127664, 0
6089, 190320, 1
6090, 85131, 1
6091, 190320, 1
6092, 190320, 1
6093, 220920, 1
6094, 300720, 1
6095, 203664, 1
6096, 190320, 1
6097, 211808, 1
6098, 190320, 1
6099, 189600, 0
6100, 255645, 1
6101, 255645, 1
6102, 255645, 1
6103, 228660, 0
6104, 255645, 1
6105, 258735, 1
6106, 259050, 0
6107, 260280, 1
6108, 253000, 0
6109, 299420, 1
6110, 228660, 0
6111, 296330, 1
6112, 333070, 1
6113, 119712, 1
6114, 255845, 1
6115, 298390, 1
6116, 284850, 1
6117, 255645, 1
6118, 326715, 1
6119, 329805, 1
6120, 119712, 1
6121, 285310, 0
6122, 228660, 0
6123, 320845, 0
6124, 320845, 0
6125, 228660, 0
6126, 329085, 0
6127, 384705, 0
6128, 228660, 0
6129, 385220, 0
6130, 227532, 0
6131, 171576, 1
6132, 142800, 1
6133, 227532, 0
6134, 233160, 0
6135, 334551, 0
6136, 227532, 0
6137, 256398, 0
6138, 324632, 0
6139, 227532, 0
6140, 142800, 1
6141, 276978, 0
6142, 227532, 0
6143, 227532, 0
6144, 257530, 0
6145, 175941, 0
6146, 285525, 0
6147, 274566, 0
6148, 137416, 1
6149, 227532, 0
6150, 137416, 1
6151, 202772, 0
6152, 187650, 1
6153, 243578, 1
6154, 285576, 1
6155, 222222, 1
6156, 208466, 1
6157, 194484, 1
6158, 175941, 0
6159, 138360, 1
6160, 169532, 1
6161, 158248, 1
6162, 144360, 1
6163, 140454, 1
6164, 173094, 1
6165, 282100, 0
6166, 227988, 1
6167, 249388, 1
6168, 169532, 1
6169, 221620, 1
6170, 140454, 1
6171, 346380, 1
6172, 254162, 1
6173, 218808, 1
6174, 260368, 1
6175, 205554, 1
6176, 220480, 0
6177, 169532, 1
6178, 426228, 1
6179, 282702, 1
6180, 157932, 0
6181, 274840, 1
6182, 141394, 1
6183, 157932, 0
6184, 167240, 0
6185, 221892, 0
6186, 146730, 0
6187, 200860, 0
6188, 157932, 0
6189, 256256, 0
6190, 141394, 1
6191, 157932, 0
6192, 282048, 0
6193, 256256, 0
6194, 221144, 0
6195, 163710, 0
6196, 187332, 0
6197, 157932, 0
6198, 189420, 0
6199, 256256, 0
6200, 188400, 1
6201, 174378, 1
6202, 188400, 1
6203, 266968, 1
6204, 188400, 1
6205, 219376, 1
6206, 297930, 1
6207, 193405, 1
6208, 213130, 1
6209, 263048, 1
6210, 174378, 1
6211, 318186, 1
6212, 185362, 1
6213, 204857, 1
6214, 155720, 1
6215, 225742, 1
6216, 159120, 1
6217, 305345, 1
6218, 275200, 1
6219, 229250, 1
6220, 155720, 1
6221, 176212, 1
6222, 218688, 0
6223, 200611, 1
6224, 176212, 1
6225, 182508, 0
6226, 176212, 1
6227, 178788, 1
6228, 232220, 1
6229, 267568, 1
6230, 153214, 1
6231, 237778, 1
6232, 172060, 1
6233, 168858, 1
6234, 153214, 1
6235, 153214, 1
6236, 152574, 1
6237, 239612, 1
6238, 154483, 1
6239, 153214, 1
6240, 152574, 1
6241, 268255, 1
6242, 152574, 1
6243, 285354, 1
6244, 163867, 1
6245, 152574, 1
6246, 147292, 1
6247, 152074, 1
6248, 149276, 1
6249, 223382, 1
6250, 147292, 1
6251, 202911, 1
6252, 152574, 1
6253, 218446, 1
6254, 190190, 0
6255, 152574, 1
6256, 176494, 0
6257, 257326, 1
6258, 251692, 0
6259, 179945, 0
6260, 203256, 1
6261, 172801, 1
6262, 191028, 1
6263, 202770, 1
6264, 200167, 1
6265, 210480, 1
6266, 203256, 1
6267, 228555, 1
6268, 244435, 0
6269, 204516, 1
6270, 172801, 1
6271, 197366, 1
6272, 209676, 1
6273, 186744, 1
6274, 245664, 1
6275, 203256, 1
6276, 254448, 0
6277, 202616, 0
6278, 259211, 1
6279, 230818, 1
6280, 146152, 1
6281, 146152, 1
6282, 231464, 1
6283, 146152, 1
6284, 234198, 1
6285, 180415, 1
6286, 151067, 1
6287, 203256, 1
6288, 189504, 0
6289, 226992, 1
6290, 146152, 1
6291, 191476, 1
6292, 194312, 1
6293, 111752, 1
6294, 226424, 1
6295, 146152, 1
6296, 218392, 1
6297, 136836, 1
6298, 116584, 1
6299, 159032, 1
6300, 111752, 1
6301, 193088, 1
6302, 237284, 1
6303, 179568, 0
6304, 193088, 1
6305, 193800, 0
6306, 228179, 1
6307, 241592, 0
6308, 214072, 1
6309, 237120, 1
6310, 120990, 1
6311, 284208, 0
6312, 149220, 1
6313, 120990, 1
6314, 198180, 1
6315, 142450, 1
6316, 120990, 1
6317, 269560, 1
6318, 100400, 1
6319, 164150, 1
6320, 100400, 1
6321, 104460, 1
6322, 146305, 1
6323, 120990, 1
6324, 117800, 1
6325, 120990, 1
6326, 231795, 1
6327, 184070, 1
6328, 191890, 1
6329, 164150, 1
6330, 213232, 1
6331, 233870, 1
6332, 146956, 1
6333, 105330, 1
6334, 108810, 1
6335, 227336, 1
6336, 135100, 0
6337, 100400, 1
6338, 213232, 1
6339, 101240, 1
6340, 100400, 1
6341, 213232, 1
6342, 100400, 1
6343, 276629, 1
6344, 212592, 0
6345, 213232, 1
6346, 246582, 0
6347, 213232, 1
6348, 213232, 1
6349, 213232, 1
6350, 204487, 1
6351, 100400, 1
6352, 123218, 1
6353, 127080, 1
6354, 100400, 1
6355, 116640, 1
6356, 100400, 1
6357, 204487, 1
6358, 278560, 1
6359, 231255, 0
6360, 100400, 1
6361, 206702, 0
6362, 236394, 0
6363, 205460, 1
6364, 204487, 1
6365, 204487, 1
6366, 198777, 1
6367, 231255, 0
6368, 231330, 1
6369, 204487, 1
6370, 214264, 1
6371, 214264, 1
6372, 215864, 1
6373, 267240, 1
6374, 231324, 1
6375, 250472, 1
6376, 233539, 0
6377, 276192, 1
6378, 152350, 1
6379, 214444, 1
6380, 152350, 1
6381, 214264, 1
6382, 214444, 1
6383, 218392, 1
6384, 214264, 1
6385, 247177, 1
6386, 214264, 1
6387, 293131, 1
6388, 258355, 1
6389, 208054, 1
6390, 296418, 0
6391, 302642, 0
6392, 113450, 1
6393, 299292, 1
6394, 221981, 1
6395, 162726, 1
6396, 179790, 0
6397, 189761, 1
6398, 296418, 0
6399, 296418, 0
6400, 113450, 1
6401, 296418, 0
6402, 296418, 0
6403, 257518, 0
6404, 342900, 0
6405, 280026, 0
6406, 296418, 0
6407, 321480, 0
6408, 160800, 0
6409, 296418, 0
6410, 116515, 1
6411, 248675, 1
6412, 116515, 1
6413, 262128, 0
6414, 191417, 1
6415, 228375, 0
6416, 117145, 1
6417, 160054, 1
6418, 115875, 0
6419, 128544, 0
6420, 115875, 0
6421, 229015, 1
6422, 269264, 1
6423, 115875, 0
6424, 159375, 0
6425, 188890, 1
6426, 175765, 1
6427, 180750, 0
6428, 212572, 1
6429, 131325, 0
6430, 115875, 0
6431, 159375, 0
6432, 124700, 0
6433, 213000, 0
6434, 116810, 1
6435, 239145, 0
6436, 128250, 0
6437, 315775, 0
6438, 115875, 0
6439, 278902, 0
6440, 115875, 0
6441, 106370, 1
6442, 240790, 0
6443, 146250, 0
6444, 278902, 0
6445, 194636, 0
6446, 307632, 0
6447, 129024, 0
6448, 190032, 0
6449, 148629, 0
6450, 106370, 1
6451, 133875, 0
6452, 205868, 0
6453, 240750, 0
6454, 146250, 0
6455, 148629, 0
6456, 151719, 0
6457, 118875, 0
6458, 146775, 0
6459, 146775, 0
6460, 163745, 1
6461, 163745, 1
6462, 178100, 1
6463, 146775, 0
6464, 163745, 1
6465, 165045, 1
6466, 239144, 1
6467, 246620, 1
6468, 261245, 1
6469, 151316, 1
6470, 146775, 0
6471, 295370, 1
6472, 163125, 0
6473, 215510, 1
6474, 194369, 1
6475, 287120, 1
6476, 241875, 0
6477, 163745, 1
6478, 250484, 1
6479, 286347, 1
6480, 146775, 0
6481, 163400, 0
6482, 146775, 0
6483, 146775, 0
6484, 242725, 0
6485, 149247, 0
6486, 155988, 1
6487, 342294, 0
6488, 266246, 0
6489, 215196, 0
6490, 146775, 0
6491, 238804, 0
6492, 167936, 0
6493, 279300, 0
6494, 193800, 0
6495, 146775, 0
6496, 106400, 0
6497, 146775, 0
6498, 187150, 0
6499, 297755, 0
6500, 106400, 0
6501, 290106, 0
6502, 151101, 0
6503, 221098, 0
6504, 234630, 0
6505, 251636, 0
6506, 237150, 0
6507, 271062, 0
6508, 221098, 0
6509, 334620, 0
6510, 236988, 0
6511, 308880, 0
6512, 278460, 0
6513, 259350, 0
6514, 109312, 0
6515, 176606, 0
6516, 236988, 0
6517, 237263, 1
6518, 236988, 0
6519, 158166, 0
6520, 109312, 0
6521, 176606, 0
6522, 281358, 0
6523, 237018, 1
6524, 224276, 0
6525, 236988, 0
6526, 302818, 0
6527, 224276, 0
6528, 267860, 0
6529, 236988, 0
6530, 163480, 0
6531, 109312, 0
6532, 223016, 0
6533, 208468, 0
6534, 163480, 0
6535, 242486, 0
6536, 267860, 0
6537, 190475, 0
6538, 165775, 0
6539, 215208, 0
6540, 109312, 0
6541, 150738, 0
6542, 226920, 0
6543, 205448, 0
6544, 202148, 0
6545, 163480, 0
6546, 158112, 0
6547, 275232, 0
6548, 281576, 0
6549, 258152, 0
6550, 115656, 0
6551, 115656, 0
6552, 188853, 0
6553, 115656, 0
6554, 272792, 0
6555, 99064, 0
6556, 144936, 0
6557, 192760, 0
6558, 258152, 0
6559, 99064, 0
6560, 99064, 0
6561, 117021, 1
6562, 304512, 0
6563, 302088, 0
6564, 226920, 0
6565, 107598, 0
6566, 322568, 0
6567, 235704, 0
6568, 178020, 0
6569, 272384, 0
6570, 201984, 0
6571, 254891, 1
6572, 351652, 0
6573, 360696, 0
6574, 115656, 0
6575, 201984, 0
6576, 337692, 0
6577, 201984, 0
6578, 201984, 0
6579, 203424, 1
6580, 115656, 0
6581, 201984, 0
6582, 263526, 0
6583, 202510, 0
6584, 236160, 0
6585, 288248, 0
6586, 203904, 0
6587, 132956, 1
6588, 201984, 0
6589, 201984, 0
6590, 183976, 0
6591, 246694, 0
6592, 196596, 0
6593, 124188, 0
6594, 183976, 0
6595, 223200, 0
6596, 271200, 0
6597, 247572, 0
6598, 198768, 0
6599, 192647, 0
6600, 124188, 0
6601, 183976, 0
6602, 231994, 0
6603, 167734, 1
6604, 190008, 0
6605, 115656, 0
6606, 167384, 0
6607, 250408, 0
6608, 184111, 1
6609, 183976, 0
6610, 115656, 0
6611, 226368, 0
6612, 125904, 0
6613, 184448, 0
6614, 272480, 0
6615, 326452, 0
6616, 299728, 0
6617, 298680, 0
6618, 238420, 0
6619, 304512, 0
6620, 282048, 0
6621, 107124, 0
6622, 141032, 0
6623, 282048, 0
6624, 170312, 0
6625, 282048, 0
6626, 292032, 0
6627, 246264, 0
6628, 282048, 0
6629, 282048, 0
6630, 107124, 0
6631, 290784, 0
6632, 281314, 0
6633, 308716, 0
6634, 258912, 0
6635, 282048, 0
6636, 293348, 0
6637, 296400, 0
6638, 282348, 0
6639, 282048, 0
6640, 179442, 1
6641, 179442, 1
6642, 282123, 1
6643, 278010, 1
6644, 245496, 1
6645, 147762, 1
6646, 179052, 1
6647, 212130, 1
6648, 202570, 1
6649, 235038, 1
6650, 147762, 1
6651, 174834, 1
6652, 187437, 1
6653, 184866, 1
6654, 179442, 1
6655, 179442, 1
6656, 179442, 1
6657, 230066, 1
6658, 269390, 1
6659, 179442, 1
6660, 150822, 1
6661, 282950, 1
6662, 133110, 1
6663, 192030, 1
6664, 189408, 1
6665, 150822, 1
6666, 198432, 1
6667, 178266, 1
6668, 199134, 1
6669, 138444, 1
6670, 133110, 1
6671, 136170, 1
6672, 237396, 1
6673, 70320, 1
6674, 209860, 1
6675, 235266, 1
6676, 231225, 1
6677, 208752, 1
6678, 205422, 1
6679, 200122, 1
6680, 70320, 1
6681, 166610, 1
6682, 175746, 1
6683, 182238, 1
6684, 217235, 1
6685, 218526, 1
6686, 257832, 1
6687, 176706, 1
6688, 199164, 1
6689, 210081, 1
6690, 225931, 1
6691, 66650, 1
6692, 216339, 1
6693, 225931, 1
6694, 225931, 1
6695, 213718, 1
6696, 208398, 1
6697, 233269, 1
6698, 241028, 1
6699, 307260, 1
6700, 66650, 1
6701, 172686, 1
6702, 172686, 1
6703, 172686, 1
6704, 238106, 1
6705, 292163, 1
6706, 193302, 1
6707, 235654, 1
6708, 267180, 1
6709, 276092, 1
6710, 218154, 1
6711, 218154, 1
6712, 265398, 1
6713, 348702, 1
6714, 214062, 1
6715, 281449, 1
6716, 213612, 1
6717, 212946, 1
6718, 217704, 1
6719, 272969, 1
6720, 212946, 1
6721, 332982, 1
6722, 218154, 1
6723, 218154, 1
6724, 235330, 1
6725, 272969, 1
6726, 188150, 1
6727, 279893, 1
6728, 215094, 1
6729, 217764, 1
6730, 188150, 1
6731, 227064, 1
6732, 212946, 1
6733, 267825, 1
6734, 216648, 1
6735, 212811, 1
6736, 271498, 1
6737, 211426, 1
6738, 255946, 1
6739, 280632, 1
6740, 202185, 1
6741, 240657, 1
6742, 253415, 1
6743, 188150, 1
6744, 226870, 1
6745, 212384, 1
6746, 202185, 1
6747, 314063, 1
6748, 218256, 1
6749, 198390, 1
6750, 188150, 1
6751, 285850, 1
6752, 208740, 1
6753, 263595, 1
6754, 202200, 1
6755, 349216, 1
6756, 219898, 1
6757, 198455, 1
6758, 202185, 1
6759, 198995, 1
6760, 308436, 1
6761, 229783, 1
6762, 257545, 1
6763, 308436, 1
6764, 307596, 1
6765, 198995, 1
6766, 308436, 1
6767, 308436, 1
6768, 221524, 1
6769, 353418, 1
6770, 198995, 1
6771, 319146, 1
6772, 308436, 1
6773, 415956, 1
6774, 271308, 1
6775, 306016, 1
6776, 319860, 1
6777, 305796, 1
6778, 305376, 1
6779, 353418, 1
6780, 362526, 1
6781, 197990, 1
6782, 195310, 1
6783, 265927, 1
6784, 261311, 1
6785, 362526, 1
6786, 281197, 1
6787, 372972, 1
6788, 353418, 1
6789, 383868, 1
6790, 195310, 1
6791, 362526, 1
6792, 362526, 1
6793, 281197, 1
6794, 352878, 1
6795, 316032, 1
6796, 362526, 1
6797, 362466, 1
6798, 364740, 1
6799, 358080, 1
6800, 240590, 1
6801, 234930, 1
6802, 240590, 1
6803, 277004, 1
6804, 382740, 1
6805, 237530, 1
6806, 240590, 1
6807, 240590, 1
6808, 306584, 1
6809, 332215, 1
6810, 234930, 1
6811, 240590, 1
6812, 383644, 1
6813, 238010, 1
6814, 258136, 1
6815, 268395, 1
6816, 332155, 1
6817, 389760, 1
6818, 314370, 1
6819, 222564, 1
6820, 222564, 1
6821, 263280, 1
6822, 263280, 1
6823, 263280, 1
6824, 180660, 1
6825, 233608, 1
6826, 319848, 1
6827, 229572, 1
6828, 305892, 1
6829, 263280, 1
6830, 180660, 1
6831, 212476, 1
6832, 420282, 1
6833, 219984, 1
6834, 222564, 1
6835, 375674, 1
6836, 219984, 1
6837, 212476, 1
6838, 276732, 1
6839, 222564, 1
6840, 278084, 1
6841, 233835, 1
6842, 187140, 1
6843, 246528, 1
6844, 278084, 1
6845, 236056, 1
6846, 275444, 1
6847, 278084, 1
6848, 277474, 1
6849, 278084, 1
6850, 187140, 1
6851, 278084, 1
6852, 238148, 1
6853, 408956, 1
6854, 311068, 1
6855, 222564, 1
6856, 294176, 1
6857, 277544, 1
6858, 275024, 1
6859, 262072, 1
6860, 333720, 1
6861, 169180, 1
6862, 333720, 1
6863, 381361, 1
6864, 302724, 1
6865, 245467, 1
6866, 393140, 1
6867, 238380, 1
6868, 330660, 1
6869, 375113, 1
6870, 169180, 1
6871, 264420, 1
6872, 333720, 1
6873, 341530, 1
6874, 331080, 1
6875, 245467, 1
6876, 231636, 1
6877, 319860, 1
6878, 430564, 1
6879, 333720, 1
6880, 172195, 1
6881, 172195, 1
6882, 172195, 1
6883, 282032, 1
6884, 317803, 1
6885, 278056, 1
6886, 179900, 1
6887, 169615, 1
6888, 241278, 1
6889, 169220, 1
6890, 169220, 1
6891, 169555, 1
6892, 169415, 1
6893, 207175, 1
6894, 174548, 1
6895, 202010, 1
6896, 267216, 1
6897, 372260, 1
6898, 239865, 1
6899, 169555, 1
