201, 805, 4
202, 770, 0
203, 700, 4
204, 627, 2
205, 874, 0
206, 816, 0
207, 735, 2
208, 836, 6
209, 875, 3
210, 750, 0
211, 702, 3
212, 798, 3
213, 759, 4
214, 920, 3
215, 950, 6
216, 720, 0
217, 884, 0
218, 820, 9
219, 816, 6
220, 850, 1
221, 1058, 9
222, 828, 2
223, 736, 6
224, 962, 4
225, 660, 0
226, 832, 2
227, 925, 0
228, 667, 1
229, 943, 7
230, 840, 3
231, 660, 2
232, 759, 4
233, 816, 5
234, 735, 0
235, 825, 0
236, 988, 0
237, 675, 7
238, 816, 0
239, 629, 0
240, 736, 0
241, 460, 8
242, 858, 0
243, 640, 0
244, 805, 3
245, 484, 0
246, 620, 7
247, 744, 2
248, 494, 3
249, 528, 0
250, 748, 4
251, 897, 4
252, 920, 2
253, 735, 2
254, 1118, 8
255, 805, 1
256, 800, 0
257, 594, 0
258, 693, 10
259, 693, 10
260, 559, 10
261, 672, 0
262, 768, 4
263, 736, 4
264, 875, 4
265, 882, 8
266, 966, 7
267, 806, 1
268, 912, 3
269, 740, 0
270, 612, 4
271, 875, 6
272, 782, 0
273, 476, 3
274, 897, 7
275, 665, 0
276, 518, 7
277, 544, 2
278, 1170, 16
279, 680, 1
280, 1104, 8
281, 858, 2
282, 648, 0
283, 760, 4
284, 760, 0
285, 770, 0
286, 1274, 13
287, 880, 5
288, 544, 8
289, 920, 14
290, 627, 5
291, 735, 0
292, 760, 0
293, 660, 0
294, 858, 0
295, 988, 2
296, 735, 2
297, 840, 3
298, 408, 1
299, 1012, 11
300, 1100, 12
301, 738, 7
302, 720, 4
303, 798, 3
304, 798, 4
305, 858, 0
306, 988, 3
307, 713, 1
308, 731, 6
309, 975, 2
310, 825, 0
311, 544, 8
312, 777, 1
313, 510, 5
314, 572, 0
315, 943, 4
316, 840, 5
317, 680, 2
318, 726, 5
319, 704, 0
320, 468, 0
321, 468, 0
322, 782, 3
323, 816, 0
324, 1012, 9
325, 897, 2
326, 925, 0
327, 744, 4
328, 920, 3
329, 572, 3
330, 936, 1
331, 828, 2
332, 476, 3
333, 966, 7
334, 874, 1
335, 1012, 7
336, 861, 3
337, 735, 2
338, 480, 10
339, 825, 0
340, 696, 0
341, 840, 6
342, 832, 4
343, 570, 0
344, 726, 4
345, 770, 0
346, 874, 5
347, 675, 0
348, 750, 4
349, 828, 0
350, 874, 2
351, 616, 0
352, 660, 3
353, 792, 2
354, 1056, 6
355, 800, 2
356, 780, 2
357, 840, 0
358, 874, 1
359, 875, 2
360, 805, 0
361, 660, 1
362, 544, 8
363, 897, 7
364, 750, 4
365, 925, 2
366, 750, 0
367, 924, 5
368, 756, 0
369, 702, 1
370, 476, 6
371, 1150, 10
372, 468, 0
373, 874, 1
374, 612, 4
375, 792, 0
376, 768, 4
377, 468, 0
378, 736, 0
379, 925, 6
380, 560, 4
381, 496, 0
382, 756, 2
383, 875, 2
384, 874, 6
385, 912, 0
386, 780, 2
387, 594, 2
388, 594, 4
389, 777, 1
390, 855, 7
391, 660, 0
392, 800, 0
393, 735, 1
394, 851, 0
395, 825, 0
396, 744, 4
397, 759, 6
398, 814, 4
399, 484, 0
400, 925, 6
401, 924, 11
402, 836, 0
403, 510, 5
404, 920, 3
405, 592, 0
406, 532, 10
407, 770, 3
408, 432, 7
409, 851, 2
410, 1118, 15
411, 714, 0
412, 810, 7
413, 858, 2
414, 702, 0
415, 700, 0
416, 925, 5
417, 759, 2
418, 714, 5
419, 629, 0
420, 736, 0
421, 884, 6
422, 665, 4
423, 722, 0
424, 660, 1
425, 684, 0
426, 648, 0
427, 414, 0
428, 864, 1
429, 780, 2
430, 468, 0
431, 924, 6
432, 1075, 9
433, 740, 0
434, 704, 0
435, 432, 5
436, 1080, 7
437, 744, 2
438, 943, 4
439, 714, 3
440, 468, 2
441, 612, 3
442, 912, 2
443, 770, 2
444, 594, 0
445, 560, 0
446, 1100, 11
447, 620, 2
448, 630, 3
449, 782, 4
450, 620, 0
451, 750, 0
452, 925, 6
453, 576, 8
454, 624, 1
455, 725, 1
456, 646, 4
457, 468, 0
458, 468, 0
459, 544, 1
460, 567, 0
461, 460, 8
462, 800, 2
463, 684, 2
464, 740, 0
465, 660, 0
466, 900, 2
467, 858, 1
468, 529, 0
469, 792, 0
470, 714, 0
471, 814, 0
472, 702, 6
473, 736, 0
474, 780, 11
475, 735, 0
476, 819, 5
477, 735, 2
478, 798, 4
479, 500, 3
480, 546, 8
481, 630, 0
482, 714, 4
483, 735, 4
484, 546, 1
485, 754, 2
486, 416, 0
487, 560, 0
488, 660, 0
489, 882, 11
490, 966, 4
491, 570, 1
492, 525, 3
493, 800, 0
494, 390, 2
495, 798, 4
496, 608, 3
497, 1035, 7
498, 384, 2
499, 1125, 9
500, 799, 9
501, 851, 2
502, 648, 0
503, 920, 4
504, 620, 3
505, 544, 0
506, 744, 2
507, 740, 0
508, 528, 1
509, 693, 4
510, 558, 0
511, 782, 1
512, 722, 0
513, 703, 6
514, 855, 7
515, 874, 5
516, 756, 5
517, 480, 0
518, 925, 0
519, 850, 0
520, 720, 0
521, 629, 0
522, 513, 0
523, 820, 4
524, 1118, 15
525, 629, 0
526, 468, 0
527, 736, 0
528, 629, 0
529, 609, 0
530, 627, 0
531, 648, 0
532, 648, 0
533, 693, 0
534, 864, 10
535, 768, 5
536, 900, 13
537, 450, 7
538, 520, 0
539, 1170, 7
540, 726, 1
541, 440, 0
542, 1075, 10
543, 800, 3
544, 1144, 8
545, 840, 2
546, 744, 4
547, 1080, 7
548, 800, 1
549, 814, 4
550, 828, 4
551, 640, 0
552, 836, 0
553, 572, 3
554, 782, 1
555, 560, 0
556, 805, 5
557, 720, 3
558, 684, 0
559, 672, 2
560, 504, 2
561, 782, 4
562, 629, 0
563, 510, 3
564, 693, 1
565, 920, 4
566, 672, 1
567, 1000, 6
568, 468, 0
569, 589, 2
570, 851, 0
571, 912, 0
572, 714, 0
573, 696, 0
574, 360, 3
575, 360, 3
576, 520, 0
577, 527, 4
578, 400, 8
579, 684, 3
580, 576, 0
581, 594, 3
582, 629, 0
583, 741, 5
584, 697, 3
585, 696, 2
586, 805, 5
587, 630, 0
588, 851, 2
589, 696, 0
590, 468, 0
591, 744, 4
592, 850, 2
593, 600, 2
594, 741, 2
595, 416, 0
596, 629, 0
597, 1170, 17
598, 400, 2
599, 437, 3
600, 736, 0
601, 722, 5
602, 416, 0
603, 840, 5
604, 559, 7
605, 888, 0
606, 893, 9
607, 506, 0
608, 759, 1
609, 864, 2
610, 680, 2
611, 672, 0
612, 638, 6
613, 567, 1
614, 1196, 8
615, 960, 3
616, 920, 4
617, 768, 5
618, 594, 1
619, 828, 2
620, 738, 4
621, 697, 11
622, 851, 0
623, 696, 4
624, 875, 0
625, 448, 1
626, 525, 3
627, 792, 4
628, 546, 2
629, 625, 0
630, 640, 0
631, 760, 3
632, 792, 6
633, 920, 3
634, 864, 2
635, 513, 0
636, 736, 2
637, 580, 0
638, 703, 0
639, 836, 0
640, 855, 7
641, 768, 2
642, 460, 8
643, 760, 6
644, 828, 6
645, 703, 6
646, 1118, 15
647, 528, 4
648, 814, 1
649, 629, 0
650, 629, 0
651, 805, 2
652, 560, 0
653, 756, 2
654, 936, 1
655, 920, 4
656, 434, 3
657, 648, 0
658, 744, 4
659, 629, 0
660, 420, 3
661, 799, 9
662, 598, 8
663, 676, 0
664, 969, 20
665, 525, 3
666, 494, 4
667, 770, 2
668, 680, 2
669, 490, 11
670, 760, 4
671, 864, 2
672, 567, 3
673, 522, 6
674, 768, 0
675, 798, 4
676, 744, 4
677, 805, 3
678, 666, 8
679, 612, 0
680, 850, 2
681, 850, 2
682, 840, 5
683, 448, 1
684, 703, 6
685, 384, 2
686, 740, 5
687, 880, 2
688, 468, 0
689, 777, 0
690, 1012, 6
691, 506, 1
692, 600, 2
693, 630, 3
694, 392, 8
695, 990, 7
696, 1056, 8
697, 864, 18
698, 684, 3
699, 646, 0
700, 736, 0
701, 609, 3
702, 850, 2
703, 851, 4
704, 828, 4
705, 756, 2
706, 460, 0
707, 912, 0
708, 726, 2
709, 770, 0
710, 703, 0
711, 663, 2
712, 288, 0
713, 416, 0
714, 779, 11
715, 462, 0
716, 672, 2
717, 480, 2
718, 760, 3
719, 468, 3
720, 629, 0
721, 490, 11
722, 693, 8
723, 627, 4
724, 726, 0
725, 1274, 11
726, 460, 8
727, 984, 3
728, 592, 6
729, 760, 9
730, 620, 0
731, 400, 6
732, 851, 0
733, 390, 2
734, 888, 0
735, 630, 0
736, 950, 0
737, 684, 3
738, 496, 2
739, 726, 0
740, 432, 5
741, 416, 0
742, 748, 0
743, 836, 6
744, 792, 0
745, 988, 2
746, 825, 6
747, 540, 1
748, 851, 0
749, 420, 5
750, 880, 2
751, 690, 2
752, 405, 9
753, 736, 8
754, 851, 0
755, 875, 0
756, 851, 0
757, 494, 6
758, 504, 2
759, 572, 7
760, 851, 2
761, 912, 9
762, 722, 0
763, 888, 0
764, 608, 4
765, 770, 2
766, 840, 0
767, 770, 0
768, 682, 1
769, 629, 5
770, 740, 0
771, 360, 7
772, 468, 3
773, 390, 2
774, 572, 7
775, 416, 0
776, 703, 0
777, 620, 0
778, 722, 7
779, 448, 0
780, 1056, 8
781, 520, 0
782, 805, 2
783, 720, 2
784, 736, 0
785, 950, 0
786, 507, 6
787, 920, 8
788, 777, 3
789, 756, 2
790, 592, 8
791, 416, 0
792, 288, 0
793, 594, 4
794, 414, 0
795, 726, 0
796, 460, 0
797, 496, 0
798, 950, 0
799, 580, 5
800, 1008, 13
801, 836, 8
802, 740, 5
803, 680, 3
804, 825, 0
805, 392, 12
806, 714, 10
807, 665, 0
808, 988, 0
809, 855, 7
810, 759, 2
811, 720, 0
812, 714, 0
813, 270, 0
814, 512, 0
815, 816, 3
816, 1127, 11
817, 880, 2
818, 714, 0
819, 455, 1
820, 888, 0
821, 512, 1
822, 608, 4
823, 840, 3
824, 490, 11
825, 609, 3
826, 780, 15
827, 630, 3
828, 851, 0
829, 688, 7
830, 775, 4
831, 408, 4
832, 760, 4
833, 864, 0
834, 627, 2
835, 912, 6
836, 851, 3
837, 448, 2
838, 360, 3
839, 748, 0
840, 851, 2
841, 817, 8
842, 770, 2
843, 680, 3
844, 828, 3
845, 572, 0
846, 1127, 11
847, 416, 1
848, 396, 3
849, 576, 0
850, 518, 0
851, 912, 0
852, 1056, 8
853, 522, 6
854, 744, 4
855, 646, 0
856, 602, 6
857, 851, 0
858, 836, 6
859, 572, 0
860, 768, 0
861, 770, 2
862, 407, 9
863, 544, 8
864, 696, 0
865, 588, 0
866, 396, 6
867, 360, 3
868, 561, 2
869, 731, 8
870, 624, 10
871, 756, 10
872, 943, 4
873, 540, 0
874, 630, 3
875, 682, 1
876, 770, 2
877, 1040, 15
878, 748, 2
879, 897, 2
880, 966, 4
881, 629, 5
882, 551, 1
883, 736, 11
884, 476, 3
885, 672, 12
886, 897, 3
887, 782, 1
888, 720, 8
889, 660, 0
890, 665, 0
891, 800, 3
892, 608, 1
893, 504, 2
894, 400, 4
895, 380, 0
896, 880, 2
897, 620, 0
898, 544, 3
899, 646, 6
900, 722, 4
901, 736, 2
902, 608, 4
903, 360, 3
904, 528, 4
905, 608, 2
906, 814, 3
907, 460, 0
908, 731, 7
909, 420, 0
910, 726, 0
911, 392, 12
912, 576, 5
913, 658, 9
914, 851, 2
915, 648, 0
916, 1092, 14
917, 640, 11
918, 882, 5
919, 900, 0
920, 888, 8
921, 560, 4
922, 777, 5
923, 782, 0
924, 902, 3
925, 288, 0
926, 496, 2
927, 912, 0
928, 391, 2
929, 814, 2
930, 825, 0
931, 540, 3
932, 840, 0
933, 646, 0
934, 416, 5
935, 680, 0
936, 484, 0
937, 714, 3
938, 494, 5
939, 627, 0
940, 960, 7
941, 792, 0
942, 348, 3
943, 288, 0
944, 740, 0
945, 726, 3
946, 528, 0
947, 726, 3
948, 726, 0
949, 620, 0
950, 615, 5
951, 840, 7
952, 720, 0
953, 390, 5
954, 364, 2
955, 540, 5
956, 660, 2
957, 288, 0
958, 782, 0
959, 682, 1
960, 722, 4
961, 594, 0
962, 700, 0
963, 396, 6
964, 780, 4
965, 592, 2
966, 490, 2
967, 300, 3
968, 416, 0
969, 703, 4
970, 462, 3
971, 1175, 17
972, 684, 3
973, 348, 3
974, 288, 0
975, 902, 6
976, 608, 2
977, 682, 1
978, 528, 4
979, 760, 0
980, 420, 0
981, 770, 1
982, 528, 9
983, 609, 1
984, 288, 0
985, 651, 0
986, 744, 2
987, 608, 1
988, 578, 8
989, 880, 9
990, 348, 3
991, 608, 1
992, 608, 1
993, 902, 3
994, 544, 8
995, 800, 3
996, 720, 15
997, 578, 5
998, 780, 3
999, 288, 0
1000, 682, 1
1001, 722, 4
1002, 646, 0
1003, 609, 1
1004, 780, 1
1005, 851, 2
1006, 704, 4
1007, 688, 7
1008, 310, 4
1009, 416, 3
1010, 441, 0
1011, 629, 5
1012, 608, 2
1013, 416, 0
1014, 300, 3
1015, 270, 3
1016, 288, 0
1017, 851, 2
1018, 540, 0
1019, 682, 0
1020, 720, 0
1021, 608, 1
1022, 1040, 15
1023, 448, 2
1024, 290, 3
1025, 630, 0
1026, 592, 9
1027, 780, 0
1028, 612, 6
1029, 731, 8
1030, 448, 2
1031, 416, 0
1032, 533, 12
1033, 720, 8
1034, 615, 5
1035, 456, 1
1036, 684, 1
1037, 364, 2
1038, 630, 3
1039, 396, 8
1040, 740, 0
1041, 665, 0
1042, 658, 9
1043, 416, 5
1044, 360, 3
1045, 315, 0
1046, 646, 4
1047, 608, 0
1048, 714, 0
1049, 748, 0
1050, 693, 7
1051, 555, 1
1052, 416, 0
1053, 300, 3
1054, 416, 2
1055, 340, 0
1056, 608, 0
1057, 396, 3
1058, 748, 9
1059, 682, 4
1060, 480, 3
1061, 731, 8
1062, 600, 4
1063, 720, 6
1064, 432, 12
1065, 363, 9
1066, 390, 3
1067, 288, 0
1068, 858, 2
1069, 594, 1
1070, 726, 4
1071, 612, 4
1072, 798, 0
1073, 532, 3
1074, 396, 6
1075, 594, 0
1076, 609, 1
1077, 288, 0
1078, 770, 1
1079, 352, 0
1080, 279, 4
1081, 360, 8
1082, 925, 7
1083, 646, 2
1084, 480, 2
1085, 288, 0
1086, 828, 0
1087, 665, 2
1088, 627, 2
1089, 560, 0
1090, 630, 2
1091, 620, 0
1092, 390, 6
1093, 602, 9
1094, 405, 15
1095, 288, 0
1096, 288, 0
1097, 288, 0
1098, 448, 2
1099, 612, 0
1100, 476, 3
1101, 561, 0
1102, 608, 0
1103, 608, 0
1104, 780, 4
1105, 288, 0
1106, 290, 3
1107, 324, 0
1108, 615, 5
1109, 742, 17
1110, 627, 0
1111, 646, 0
1112, 782, 0
1113, 665, 2
1114, 726, 1
1115, 308, 3
1116, 703, 7
1117, 759, 2
1118, 828, 2
1119, 693, 0
1120, 288, 0
1121, 540, 5
1122, 416, 3
1123, 312, 0
1124, 351, 0
1125, 288, 0
1126, 629, 5
1127, 561, 0
1128, 450, 8
1129, 627, 5
1130, 726, 3
1131, 288, 0
1132, 448, 6
1133, 468, 6
1134, 416, 0
1135, 540, 0
1136, 799, 12
1137, 594, 2
1138, 442, 2
1139, 348, 3
1140, 760, 6
1141, 612, 4
1142, 450, 1
1143, 416, 0
1144, 585, 16
1145, 748, 5
1146, 504, 0
1147, 408, 4
1148, 476, 3
1149, 627, 1
1150, 817, 8
1151, 288, 0
1152, 288, 0
1153, 288, 0
1154, 324, 4
1155, 432, 12
1156, 602, 9
1157, 748, 0
1158, 627, 0
1159, 416, 0
1160, 621, 0
1161, 714, 0
1162, 410, 3
1163, 588, 4
1164, 360, 0
1165, 540, 0
1166, 480, 12
1167, 594, 0
1168, 612, 0
1169, 448, 0
1170, 390, 3
1171, 455, 2
1172, 380, 3
1173, 560, 7
1174, 585, 2
1175, 288, 0
1176, 288, 0
1177, 448, 0
1178, 450, 5
1179, 384, 0
1180, 828, 4
1181, 476, 2
1182, 589, 1
1183, 448, 0
1184, 384, 5
1185, 407, 5
1186, 279, 7
1187, 320, 3
1188, 408, 2
1189, 629, 5
1190, 646, 2
1191, 493, 0
1192, 476, 4
1193, 704, 0
1194, 713, 0
1195, 288, 0
1196, 288, 0
1197, 720, 0
1198, 660, 7
1199, 770, 2
1200, 468, 0
1201, 300, 7
1202, 612, 4
1203, 363, 9
1204, 680, 0
1205, 288, 0
1206, 288, 0
1207, 459, 0
1208, 448, 2
1209, 300, 3
1210, 338, 0
1211, 756, 2
1212, 490, 6
1213, 405, 3
1214, 720, 3
1215, 480, 3
1216, 403, 4
1217, 288, 0
1218, 352, 0
1219, 510, 2
1220, 351, 4
1221, 403, 5
1222, 330, 4
1223, 504, 6
1224, 612, 0
1225, 320, 6
1226, 270, 0
1227, 735, 4
1228, 680, 0
1229, 435, 0
1230, 684, 10
1231, 640, 3
1232, 320, 0
1233, 798, 0
1234, 342, 6
1235, 288, 0
1236, 396, 12
1237, 315, 3
1238, 714, 9
1239, 561, 0
1240, 646, 5
1241, 378, 4
1242, 455, 2
1243, 288, 0
1244, 540, 9
1245, 448, 0
1246, 324, 4
1247, 406, 2
1248, 288, 0
1249, 403, 4
1250, 279, 4
1251, 455, 2
1252, 408, 2
1253, 320, 0
1254, 493, 1
1255, 700, 1
1256, 288, 0
1257, 300, 7
1258, 627, 1
1259, 720, 0
1260, 448, 2
1261, 442, 2
1262, 476, 0
1263, 390, 3
1264, 465, 1
1265, 364, 1
1266, 620, 2
1267, 333, 5
1268, 300, 3
1269, 528, 6
1270, 748, 2
1271, 561, 0
1272, 414, 12
1273, 320, 0
1274, 288, 0
1275, 684, 2
1276, 476, 0
1277, 455, 5
1278, 420, 0
1279, 306, 2
1280, 300, 0
1281, 288, 0
1282, 432, 16
1283, 425, 3
1284, 450, 5
1285, 468, 0
1286, 435, 0
1287, 448, 0
1288, 561, 0
1289, 288, 0
1290, 589, 1
1291, 288, 0
1292, 459, 0
1293, 351, 4
1294, 288, 0
1295, 432, 0
1296, 448, 0
1297, 630, 9
1298, 306, 7
1299, 390, 3
1300, 495, 5
1301, 448, 0
1302, 288, 0
1303, 836, 0
1304, 748, 0
1305, 720, 0
1306, 324, 4
1307, 500, 2
1308, 703, 4
1309, 770, 2
1310, 408, 4
1311, 442, 5
1312, 270, 3
1313, 408, 4
1314, 442, 4
1315, 504, 4
1316, 252, 4
1317, 288, 0
1318, 300, 3
1319, 594, 1
1320, 434, 4
1321, 494, 8
1322, 416, 2
1323, 352, 7
1324, 270, 0
1325, 288, 0
1326, 352, 0
1327, 544, 0
1328, 270, 0
1329, 270, 0
1330, 518, 3
1331, 434, 4
1332, 684, 10
1333, 320, 6
1334, 390, 3
1335, 288, 0
1336, 308, 3
1337, 288, 0
1338, 270, 0
1339, 300, 3
1340, 576, 0
1341, 385, 3
1342, 455, 5
1343, 465, 3
1344, 629, 3
1345, 646, 0
1346, 410, 7
1347, 741, 6
1348, 448, 0
1349, 300, 0
1350, 390, 11
1351, 315, 4
1352, 425, 1
1353, 306, 4
1354, 315, 3
1355, 900, 0
1356, 432, 0
1357, 504, 4
1358, 390, 3
1359, 315, 0
1360, 306, 0
1361, 629, 3
1362, 308, 3
1363, 288, 0
1364, 442, 2
1365, 252, 1
1366, 570, 1
1367, 434, 4
1368, 442, 4
1369, 722, 2
1370, 288, 0
1371, 300, 3
1372, 448, 2
1373, 416, 3
1374, 546, 5
1375, 324, 4
1376, 384, 0
1377, 363, 3
1378, 306, 4
1379, 703, 3
1380, 459, 0
1381, 288, 0
1382, 320, 0
1383, 290, 3
1384, 300, 3
1385, 270, 3
1386, 372, 7
1387, 408, 7
1388, 476, 8
1389, 432, 12
1390, 510, 0
1391, 252, 4
1392, 324, 4
1393, 544, 0
1394, 288, 0
1395, 448, 0
1396, 476, 0
1397, 270, 0
1398, 288, 0
1399, 360, 10
1400, 504, 4
1401, 340, 7
1402, 629, 3
1403, 320, 0
1404, 390, 3
1405, 270, 0
1406, 288, 0
1407, 560, 5
1408, 300, 3
1409, 306, 7
1410, 320, 0
1411, 516, 9
1412, 340, 3
1413, 420, 5
1414, 420, 0
1415, 324, 4
1416, 448, 0
1417, 360, 0
1418, 324, 4
1419, 442, 2
1420, 342, 8
1421, 462, 4
1422, 792, 0
1423, 432, 12
1424, 270, 0
1425, 390, 3
1426, 432, 4
1427, 540, 9
1428, 416, 2
1429, 300, 3
1430, 516, 9
1431, 288, 0
1432, 288, 0
1433, 300, 3
1434, 390, 0
1435, 330, 0
1436, 363, 3
1437, 300, 4
1438, 324, 4
1439, 300, 3
1440, 384, 0
1441, 300, 3
1442, 630, 10
1443, 414, 12
1444, 300, 3
1445, 288, 0
1446, 360, 4
1447, 288, 0
1448, 504, 4
1449, 288, 0
1450, 270, 3
1451, 270, 0
1452, 432, 4
1453, 342, 8
1454, 425, 1
1455, 252, 1
1456, 400, 8
1457, 544, 0
1458, 297, 3
1459, 320, 0
1460, 640, 0
1461, 525, 1
1462, 308, 3
1463, 306, 0
1464, 270, 0
1465, 432, 4
1466, 270, 3
1467, 288, 0
1468, 416, 0
1469, 578, 2
1470, 270, 0
1471, 288, 0
1472, 504, 4
1473, 306, 0
1474, 363, 3
1475, 300, 3
1476, 416, 2
1477, 288, 0
1478, 646, 2
1479, 270, 0
1480, 300, 0
1481, 300, 3
1482, 390, 3
1483, 270, 0
1484, 369, 10
1485, 288, 0
1486, 377, 2
1487, 333, 3
1488, 300, 3
1489, 300, 3
1490, 300, 0
1491, 544, 0
1492, 324, 4
1493, 290, 6
1494, 297, 3
1495, 270, 0
1496, 448, 2
1497, 310, 4
1498, 760, 11
1499, 360, 4
1500, 684, 0
1501, 306, 4
1502, 462, 4
1503, 320, 0
1504, 288, 0
1505, 578, 0
1506, 494, 8
1507, 435, 0
1508, 416, 2
1509, 384, 0
1510, 288, 0
1511, 288, 0
1512, 270, 0
1513, 260, 3
1514, 528, 3
1515, 306, 4
1516, 448, 2
1517, 288, 0
1518, 270, 0
1519, 476, 0
1520, 300, 0
1521, 351, 0
1522, 324, 4
1523, 320, 7
1524, 432, 7
1525, 432, 4
1526, 350, 7
1527, 561, 4
1528, 306, 0
1529, 260, 3
1530, 297, 3
1531, 330, 0
1532, 300, 3
1533, 360, 11
1534, 288, 0
1535, 544, 0
1536, 288, 0
1537, 416, 2
1538, 360, 0
1539, 340, 4
1540, 252, 4
1541, 288, 0
1542, 416, 2
1543, 300, 3
1544, 300, 0
1545, 470, 15
1546, 270, 0
1547, 252, 1
1548, 384, 0
1549, 306, 0
1550, 300, 0
1551, 297, 1
1552, 516, 9
1553, 504, 4
1554, 288, 0
1555, 297, 3
1556, 490, 3
1557, 516, 9
1558, 252, 1
1559, 320, 0
1560, 420, 3
1561, 290, 2
1562, 310, 4
1563, 330, 0
1564, 324, 0
1565, 360, 4
1566, 270, 0
1567, 408, 2
1568, 300, 3
1569, 480, 0
1570, 378, 11
1571, 288, 0
1572, 324, 0
1573, 448, 0
1574, 442, 5
1575, 448, 2
1576, 374, 4
1577, 672, 0
1578, 270, 0
1579, 363, 10
1580, 450, 16
1581, 324, 4
1582, 300, 3
1583, 414, 12
1584, 279, 4
1585, 320, 0
1586, 290, 0
1587, 578, 2
1588, 288, 0
1589, 279, 1
1590, 300, 3
1591, 300, 3
1592, 306, 4
1593, 288, 0
1594, 288, 0
1595, 280, 3
1596, 308, 3
1597, 360, 0
1598, 320, 0
1599, 420, 0
1600, 342, 8
1601, 288, 0
1602, 300, 3
1603, 432, 2
1604, 406, 2
1605, 481, 1
1606, 324, 4
1607, 270, 0
1608, 310, 3
1609, 360, 4
1610, 396, 3
1611, 384, 0
1612, 288, 0
1613, 312, 3
1614, 324, 4
1615, 306, 4
1616, 270, 3
1617, 252, 1
1618, 494, 8
1619, 324, 4
1620, 320, 0
1621, 459, 15
1622, 324, 4
1623, 288, 0
1624, 288, 0
1625, 400, 4
1626, 243, 0
1627, 300, 3
1628, 270, 3
1629, 288, 0
1630, 260, 3
1631, 350, 7
1632, 270, 0
1633, 340, 2
1634, 324, 4
1635, 306, 0
1636, 406, 2
1637, 420, 0
1638, 340, 7
1639, 378, 0
1640, 288, 0
1641, 320, 9
1642, 324, 4
1643, 275, 0
1644, 448, 0
1645, 380, 8
1646, 350, 5
1647, 448, 0
1648, 300, 3
1649, 243, 0
1650, 374, 4
1651, 270, 0
1652, 290, 3
1653, 300, 3
1654, 330, 0
1655, 300, 3
1656, 377, 2
1657, 468, 3
1658, 360, 8
1659, 270, 0
